sentence_id,origin_sentence,category,new_category
1198470,"  אמנם שיקר הנאשם בחקירותיו ובלתי אמין מצאתיו בעדותו ""הכבושה"", אך משלא שכנעה המאשימה, כפי חובתה ע""פ דין, כי גירסת המתלוננת אמינה ומהימנה מעבר לכל ספק סביר, לא ניתן להרשיעו",אמינה בגלל חיזוק חיצוני,לא רלוונטי
1229756,"  לשון אחר: לטענת הנאשם,  גרסת המתלוננת, לפיה המעשים נשוא כתב האישום בוצעו בה במהלך הסיור, תוך כדי נסיעה ברכב הטומקאר – כלל איננה אפשרית מבחינה עובדתית","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",לא רלוונטי
1335569," טון הדיבור, הדגשים, ההטעמות, האופן בו בטאה את תחושותיה, האיפוק וחוסר רצונה לחשוף את החוויות שחוותה תוך הפללת הנאשם, עד אשר נפרץ הסכר והסיפור סופר, כל אלה מותירים רושם כי תיאורי המתלוננת אמינים ואמת בפיה",לא רלוונטי,"קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
1342069," הסנגור ניסה להצביע על כך שגרסת המתלונן אינה אמינה, כיוון שלחדר בשירות הפסיכולוגי אין מפתח, כמו כן, העיד עד ההגנה, סגן מנהל בית הספר כי מפתח הספריה היה בחדרו של מנהל בית הספר ורק הוא או המנהל היו פותחים ונועלים את הספריה לשימושו של הנאשם","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",לא רלוונטי
1380389,"16] טוענת כי גרסת המתלוננת שקרית, הזויה ונטולת הגיון פנימי; וכי חקירה ראויה, שלא נעשתה במקרה זה, עשויה הייתה לחשוף כי מדובר בעלילה",לא רלוונטי,לא רלוונטי
1348404," במקרה זה עדות המתלוננת מהימנה, אך קיים ספק שמא חלק מדברי המתלוננת מהווה העצמה של האירוע הטראומתי שעבר עליה","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
1526107,"עדות הקטינה 3 כי הנאשם נגע בישבנה ובאיבר מינה במהלך השיעורים, בנוכחות ההורים וילדים נוספים, אינה סבירה בלשון המעטה",אמינה בגלל שהנאשם לא אמין,לא רלוונטי
1569893," אמנם, הוא ממשיך ואומר שהחוקרת לא קבעה שעדות הילדה באירוע הים לא מהימנה, ולכן ניתן להרשיעה",לא רלוונטי,קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים
1569905," באשר לאירוע במקלחת, מעידה החוקרת וקובעת בגיליון הערכת מהימנות  מיום 28/10/99 (ת/10), שעדות הילדה מהימנה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים
1642689,"ההגנה טענה, כי עדות המתלוננת כבושה, מתפתחת, רווית בקיעים, פרכות וסתירות וכי מהווה ""משענת קנה רצוץ""",לא רלוונטי,לא רלוונטי
1771642," לא רק אמינה ובטוחה גרסת המתלונן בעינינו, אלא גם מתחזקת היא חיזוק של ממש בראיות אחרות","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
1646485,"כאמור, משמצאנו כי, לבד מהיות עדות המתלוננת אמינה ומשכנעת (לפיכך עומדת בפניה עצמה), היא אף תואמת את הראיות הנוספות, ועומדת במבחן ניסיון החיים והשכל הישר, וכי האפשרות של ""עלילת שווא"" מצידה בלתי סבירה, בנסיבות העניין, משכך, אני קובע כי עדותה של המתלוננת מהימנה עלי",אמינה בגלל שהנאשם לא אמין,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
1839156,"גרסת המתלוננת – ""עלילה!"" האומנם ? טענתו העיקרית של ב""כ הנאשם, שעברה כחוט השני במהלך המשפט, שכל המובא בכתב האישום הינו שקר וכזב, והוא עלילה פרי יוזמתם של אימא של המתלוננת וחברה שהיה ביחסים לא טובים עם הנאשם והמתלוננת","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",לא רלוונטי
1916879," משקבעתי כי גרסת המתלוננת אמינה עלי, דומני כי לא יכולה להיות מחלוקת שאמירותיו של הנאשם, נכנסות בגדרה של ההטרדה המינית, כהגדרתה בחוק","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם
67050," לראשונה העלתה את העובדה שעסקה באבו דאבי בזנות לאחר עדותה בבית המשפט, ולאחר שעובדה זאת עלתה בעדותה של מתלוננת אחרת והדבר נודע לג’","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",לא רלוונטי
71352,"  בסיכומו של דבר, לאור האמור לעיל אני מוצאת את עדותה של המתלוננת אמינה, עקבית והגיונית, עדות אשר יש לה חיזוקים מעדים שונים, מראיות נוספות ומכוונים שונים",לא רלוונטי,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
1839302,"מסקנת ביניים: לאור המובא לעיל, ומשמצאתי כי גירסת  המתלוננת אמינה, ומשראיתי כי מצבה הנפשי, אף אם באיחור, היה הבעה כנה של מצוקה וטראומה שבה שרויה המתלוננת כתוצאה מהחוויות הקשות שחוותה עם הנאשם, הגעתי למסקנה כי התביעה הצליחה להוכיח מעל לספק סביר, כי הנאשם עבר את עבירות המין והאיומים שמיוחסות לו בכתב האישום",לא רלוונטי,קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם
118279," דבריו אלו מלמדים על תפיסתו המעוותת של הנאשם, שהתבטאה אף באופן התייחסותו למתלוננת במהלך עדותו, משמע שגם כאשר הוא מודה שנגע לה בפי הטבעת הוא עוטף זאת  במעטפת של תיאור המתלוננת כילדה מסכנה, מוזרה, דמיונית, ולא היא",לא רלוונטי,לא רלוונטי
150595,"עם אחר, היתה עדותה של המתלוננת חדה במיוחד, כאשר העידה כיצד היא שבה וחשה זאת באופן מדויק גם בעת עדותה, והעבירה לנו תחושה זו באופן מצמרר",אמינה בגלל שהנאשם לא אמין,"קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
143439," עדותה של המתלוננת, שנמסרה בעודה יושבת בכיסא הגלגלים שלה, היתה  עדות עקבית וסדורה של נערה אינטליגנטית הערה מאוד למתרחש סביבה",לא רלוונטי,"קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
151488,"עדותו של שבי היא העדות היחידה של מי שהיה קרוב לאירועים בעת התרחשותם, מלבד עדויותיהם הסותרות של המתלוננת והנאשם","לא אמינה כי לא עקבית, הציגה סתירות",לא רלוונטי
154625,"החוקרת תמר קניספל קבעה בחוות דעתה (ת/92), כי הילדה מהימנה והמליצה לגבות עדות נוספת מהילדה על ידי חוקר/ת ילדים דובר/ת ערבית",אמינה בגלל חיזוק חיצוני,קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים
